Territory_code,Plant_code,Brand_code,Package,Week_End_Date,Sum of Plan,fact,row_id
B,aq,AH,CAN 0.33,2024-09-27,1.0422129333019254,1.01,B_aq_AH_CAN 0.33
B,aq,AH,CAN 0.33,2024-10-04,0.182675305753946,0.01,B_aq_AH_CAN 0.33
B,aq,AH,CAN 0.33,2024-10-11,0.6568391919136045,0.7070000267028809,B_aq_AH_CAN 0.33
B,aq,AH,CAN 0.33,2024-10-18,0.8598045259714124,1.4040000534057615,B_aq_AH_CAN 0.33
B,aq,AH,CAN 0.33,2024-10-25,0.978152237832546,0.01,B_aq_AH_CAN 0.33
B,aq,AH,CAN 0.33,2024-11-01,0.4225193560123442,0.7070000267028809,B_aq_AH_CAN 0.33
B,aq,AH,CAN 0.33,2024-11-08,0.4225193560123442,0.7070000267028809,B_aq_AH_CAN 0.33
B,aq,AH,CAN 0.33,2024-11-15,0.4225193560123442,0.7070000267028809,B_aq_AH_CAN 0.33
B,aq,AH,CAN 0.33,2024-11-22,0.3181450068950652,2.1010000801086424,B_aq_AH_CAN 0.33
B,aq,AH,CAN 0.33,2024-11-29,0.4794749617576597,0.7070000267028809,B_aq_AH_CAN 0.33
B,aq,AH,CAN 0.33,2024-12-06,0.9600915312767028,0.01,B_aq_AH_CAN 0.33
B,aq,AH,CAN 0.33,2024-12-13,0.7954063415527344,2.1010000801086424,B_aq_AH_CAN 0.33
B,aq,AH,CAN 0.33,2024-12-20,0.7474140524864196,0.7070000267028809,B_aq_AH_CAN 0.33
B,aq,AH,PET 1.0,2023-03-03,0.0,0.01,B_aq_AH_PET 1.0
B,aq,AH,PET 1.0,2023-03-10,0.0,8.46199966430664,B_aq_AH_PET 1.0
B,aq,AH,PET 1.0,2023-03-17,0.0,2.12299991607666,B_aq_AH_PET 1.0
B,aq,AH,PET 1.0,2023-03-24,2.1330000460147858,0.01,B_aq_AH_PET 1.0
B,aq,AH,PET 1.0,2023-03-31,0.842000021599233,14.800999889373779,B_aq_AH_PET 1.0
B,aq,AH,PET 1.0,2023-04-07,4.092999994754791,0.01,B_aq_AH_PET 1.0
B,aq,AH,PET 1.0,2023-04-14,9.552000164985657,19.0269997215271,B_aq_AH_PET 1.0
B,aq,AH,PET 1.0,2023-04-21,6.791000127792358,0.01,B_aq_AH_PET 1.0
B,aq,AH,PET 1.0,2023-04-28,130.97100257873535,2.12299991607666,B_aq_AH_PET 1.0
B,aq,AH,PET 1.0,2023-05-05,118.05700254440306,2.12299991607666,B_aq_AH_PET 1.0
B,aq,AH,PET 1.0,2023-05-12,7.649999976158142,4.23599983215332,B_aq_AH_PET 1.0
B,aq,AH,PET 1.0,2023-05-19,6.237000048160553,8.46300006866455,B_aq_AH_PET 1.0
B,aq,AH,PET 1.0,2023-05-26,5.402999937534332,23.256000289917,B_aq_AH_PET 1.0
B,aq,AH,PET 1.0,2023-06-02,9.23900020122528,16.9140002822876,B_aq_AH_PET 1.0
B,aq,AH,PET 1.0,2023-06-09,3.909999936819077,6.34899974822998,B_aq_AH_PET 1.0
B,aq,AH,PET 1.0,2023-06-16,10.626000165939333,2.12299991607666,B_aq_AH_PET 1.0
B,aq,AH,PET 1.0,2023-06-23,11.35200011730194,4.23599983215332,B_aq_AH_PET 1.0
B,aq,AH,PET 1.0,2023-06-30,5.2120001912117,10.575999984741213,B_aq_AH_PET 1.0
B,aq,AH,PET 1.0,2023-07-07,8.842999875545502,19.027999649047853,B_aq_AH_PET 1.0
B,aq,AH,PET 1.0,2023-07-14,8.842999875545502,16.914999732971193,B_aq_AH_PET 1.0
B,aq,AH,PET 1.0,2023-07-21,9.52299988269806,19.02800012588501,B_aq_AH_PET 1.0
B,aq,AH,PET 1.0,2023-07-28,10.331000059843063,0.01,B_aq_AH_PET 1.0
B,aq,AH,PET 1.0,2023-08-04,15.252000212669373,8.46199966430664,B_aq_AH_PET 1.0
B,aq,AH,PET 1.0,2023-08-11,15.252000212669373,8.46300006866455,B_aq_AH_PET 1.0
B,aq,AH,PET 1.0,2023-08-18,15.252000212669373,8.46199966430664,B_aq_AH_PET 1.0
B,aq,AH,PET 1.0,2023-08-25,9.72099995613098,8.462000141143799,B_aq_AH_PET 1.0
B,aq,AH,PET 1.0,2023-09-01,0.0,8.46199966430664,B_aq_AH_PET 1.0
B,aq,AH,PET 1.0,2023-09-08,9.240000307559969,10.57500005722046,B_aq_AH_PET 1.0
B,aq,AH,PET 1.0,2023-09-15,11.568000078201294,4.23599983215332,B_aq_AH_PET 1.0
B,aq,AH,PET 1.0,2023-09-22,16.147000074386597,14.801999816894531,B_aq_AH_PET 1.0
B,aq,AH,PET 1.0,2023-09-29,10.927000164985657,0.01,B_aq_AH_PET 1.0
B,aq,AH,PET 1.0,2023-10-06,10.0,6.01,B_aq_AH_PET 1.0
B,aq,AH,PET 1.0,2023-10-13,10.0,2.01,B_aq_AH_PET 1.0
B,aq,AH,PET 1.0,2023-10-20,10.0,2.01,B_aq_AH_PET 1.0
B,aq,AH,PET 1.0,2023-10-27,8.0,2.01,B_aq_AH_PET 1.0
B,aq,AH,PET 1.0,2023-11-03,10.0,6.01,B_aq_AH_PET 1.0
B,aq,AH,PET 1.0,2023-11-10,10.0,4.01,B_aq_AH_PET 1.0
B,aq,AH,PET 1.0,2023-11-17,9.0,16.01,B_aq_AH_PET 1.0
B,aq,AH,PET 1.0,2023-11-24,9.0,8.01,B_aq_AH_PET 1.0
B,aq,AH,PET 1.0,2023-12-01,3.0,4.01,B_aq_AH_PET 1.0
B,aq,AH,PET 1.0,2023-12-08,9.0,19.01,B_aq_AH_PET 1.0
B,aq,AH,PET 1.0,2023-12-15,13.0,10.01,B_aq_AH_PET 1.0
B,aq,AH,PET 1.0,2023-12-22,9.0,4.01,B_aq_AH_PET 1.0
B,aq,AH,PET 1.0,2023-12-29,4.0,0.01,B_aq_AH_PET 1.0
B,aq,AH,PET 1.0,2024-01-05,4.0,8.01,B_aq_AH_PET 1.0
B,aq,AH,PET 1.0,2024-01-12,7.0,14.01,B_aq_AH_PET 1.0
B,aq,AH,PET 1.0,2024-01-19,12.0,4.01,B_aq_AH_PET 1.0
B,aq,AH,PET 1.0,2024-01-26,17.0,2.01,B_aq_AH_PET 1.0
B,aq,AH,PET 1.0,2024-02-02,10.0,8.01,B_aq_AH_PET 1.0
B,aq,AH,PET 1.0,2024-02-09,4.0,10.01,B_aq_AH_PET 1.0
B,aq,AH,PET 1.0,2024-02-16,4.0,6.01,B_aq_AH_PET 1.0
B,aq,AH,PET 1.0,2024-02-23,1.0,2.01,B_aq_AH_PET 1.0
B,aq,AH,PET 1.0,2024-03-01,20.0,4.01,B_aq_AH_PET 1.0
B,aq,AH,PET 1.0,2024-03-08,0.0,8.01,B_aq_AH_PET 1.0
B,aq,AH,PET 1.0,2024-03-15,13.0,18.01,B_aq_AH_PET 1.0
B,aq,AH,PET 1.0,2024-03-22,11.0,0.01,B_aq_AH_PET 1.0
B,aq,AH,PET 1.0,2024-03-29,13.0,8.01,B_aq_AH_PET 1.0
B,aq,AH,PET 1.0,2024-04-05,4.0,0.01,B_aq_AH_PET 1.0
B,aq,AH,PET 1.0,2024-04-12,4.0,10.01,B_aq_AH_PET 1.0
B,aq,AH,PET 1.0,2024-04-19,4.0,2.01,B_aq_AH_PET 1.0
B,aq,AH,PET 1.0,2024-04-26,9.0,4.01,B_aq_AH_PET 1.0
B,aq,AH,PET 1.0,2024-05-03,4.358876641839743,0.01,B_aq_AH_PET 1.0
B,aq,AH,PET 1.0,2024-05-10,4.358876641839743,10.01,B_aq_AH_PET 1.0
B,aq,AH,PET 1.0,2024-05-17,13.803109377622604,0.01,B_aq_AH_PET 1.0
B,aq,AH,PET 1.0,2024-05-24,13.708716109395027,8.01,B_aq_AH_PET 1.0
B,aq,AH,PET 1.0,2024-05-31,8.15018131583929,0.01,B_aq_AH_PET 1.0
B,aq,AH,PET 1.0,2024-06-07,3.317717857658863,16.01,B_aq_AH_PET 1.0
B,aq,AH,PET 1.0,2024-06-14,6.053413897752762,16.01,B_aq_AH_PET 1.0
B,aq,AH,PET 1.0,2024-06-21,7.94537091255188,0.01,B_aq_AH_PET 1.0
B,aq,AH,PET 1.0,2024-06-28,8.648787289857864,8.01,B_aq_AH_PET 1.0
B,aq,AH,PET 1.0,2024-07-05,7.557660132646561,2.01,B_aq_AH_PET 1.0
B,aq,AH,PET 1.0,2024-07-12,8.03001381456852,6.01,B_aq_AH_PET 1.0
B,aq,AH,PET 1.0,2024-07-19,17.31963747739792,4.01,B_aq_AH_PET 1.0
B,aq,AH,PET 1.0,2024-07-26,7.164851173758507,22.01,B_aq_AH_PET 1.0
B,aq,AH,PET 1.0,2024-08-02,0.0,8.01,B_aq_AH_PET 1.0
B,aq,AH,PET 1.0,2024-08-09,0.0,4.01,B_aq_AH_PET 1.0
B,aq,AH,PET 1.0,2024-08-16,0.0,4.01,B_aq_AH_PET 1.0
B,aq,AH,PET 1.0,2024-08-23,10.395194053649902,10.01,B_aq_AH_PET 1.0
B,aq,AH,PET 1.0,2024-08-30,10.998852372169496,2.01,B_aq_AH_PET 1.0
B,aq,AH,PET 1.0,2024-09-06,10.96428507566452,16.01,B_aq_AH_PET 1.0
B,aq,AH,PET 1.0,2024-09-13,9.863262325525284,8.01,B_aq_AH_PET 1.0
B,aq,AH,PET 1.0,2024-09-20,6.497965723276138,4.01,B_aq_AH_PET 1.0
B,aq,AH,PET 1.0,2024-09-27,7.285220831632614,0.01,B_aq_AH_PET 1.0
B,aq,AH,PET 1.0,2024-10-04,2.184615395963192,8.46199966430664,B_aq_AH_PET 1.0
B,aq,AH,PET 1.0,2024-10-11,7.855144560337067,4.23599983215332,B_aq_AH_PET 1.0
B,aq,AH,PET 1.0,2024-10-18,11.102656096220016,12.688999900817873,B_aq_AH_PET 1.0
B,aq,AH,PET 1.0,2024-10-25,12.630880206823347,4.23599983215332,B_aq_AH_PET 1.0
B,aq,AH,PET 1.0,2024-11-01,6.97156947851181,6.34899974822998,B_aq_AH_PET 1.0
B,aq,AH,PET 1.0,2024-11-08,6.97156947851181,14.801999816894531,B_aq_AH_PET 1.0
B,aq,AH,PET 1.0,2024-11-15,6.97156947851181,8.46199966430664,B_aq_AH_PET 1.0
B,aq,AH,PET 1.0,2024-11-22,5.249392449855804,6.3490002250671385,B_aq_AH_PET 1.0
B,aq,AH,PET 1.0,2024-11-29,4.914618372917175,4.23599983215332,B_aq_AH_PET 1.0
B,aq,AH,PET 1.0,2024-12-06,9.840938210487366,4.23599983215332,B_aq_AH_PET 1.0
B,aq,AH,PET 1.0,2024-12-13,8.152915000915527,4.23599983215332,B_aq_AH_PET 1.0
B,aq,AH,PET 1.0,2024-12-20,7.660993933677673,8.46199966430664,B_aq_AH_PET 1.0
B,aq,AH,PET 1.0,2024-12-27,9.0,0.01,B_aq_AH_PET 1.0
B,aq,AJ,PET 0.5,2023-09-08,1.0070000290870664,4.238000164031982,B_aq_AJ_PET 0.5
B,aq,AJ,PET 0.5,2023-09-15,0.8859999924898146,3.1810001230239866,B_aq_AJ_PET 0.5
B,aq,AJ,PET 0.5,2023-09-22,1.2779999896883965,2.124000082015991,B_aq_AJ_PET 0.5
B,aq,AJ,PET 0.5,2023-09-29,1.1270000189542768,4.236999998092651,B_aq_AJ_PET 0.5
B,aq,AJ,PET 0.5,2023-10-06,1.0,4.01,B_aq_AJ_PET 0.5
B,aq,AJ,PET 0.5,2023-10-13,1.0,3.01,B_aq_AJ_PET 0.5
B,aq,AJ,PET 0.5,2023-10-20,1.0,1.01,B_aq_AJ_PET 0.5
B,aq,AJ,PET 0.5,2023-10-27,1.0,5.01,B_aq_AJ_PET 0.5
B,aq,AJ,PET 0.5,2023-11-03,4.0,2.01,B_aq_AJ_PET 0.5
B,aq,AJ,PET 0.5,2023-11-10,4.0,3.01,B_aq_AJ_PET 0.5
B,aq,AJ,PET 0.5,2023-11-17,4.0,3.01,B_aq_AJ_PET 0.5
B,aq,AJ,PET 0.5,2023-11-24,4.0,1.01,B_aq_AJ_PET 0.5
B,aq,AJ,PET 0.5,2023-12-01,6.0,2.01,B_aq_AJ_PET 0.5
B,aq,AJ,PET 0.5,2023-12-08,2.0,1.01,B_aq_AJ_PET 0.5
B,aq,AJ,PET 0.5,2023-12-15,3.0,0.01,B_aq_AJ_PET 0.5
B,aq,AJ,PET 0.5,2023-12-22,4.0,0.01,B_aq_AJ_PET 0.5
B,aq,AJ,PET 0.5,2023-12-29,2.0,0.01,B_aq_AJ_PET 0.5
B,aq,AJ,PET 0.5,2024-01-05,1.0,1.01,B_aq_AJ_PET 0.5
B,aq,AJ,PET 0.5,2024-01-12,3.0,5.01,B_aq_AJ_PET 0.5
B,aq,AJ,PET 0.5,2024-01-19,5.0,2.01,B_aq_AJ_PET 0.5
B,aq,AJ,PET 0.5,2024-01-26,4.0,0.01,B_aq_AJ_PET 0.5
B,aq,AJ,PET 0.5,2024-02-02,4.0,3.01,B_aq_AJ_PET 0.5
B,aq,AJ,PET 0.5,2024-02-09,1.0,3.01,B_aq_AJ_PET 0.5
B,aq,AJ,PET 0.5,2024-02-16,1.0,1.01,B_aq_AJ_PET 0.5
B,aq,AJ,PET 0.5,2024-02-23,1.0,0.01,B_aq_AJ_PET 0.5
B,aq,AJ,PET 0.5,2024-03-01,5.0,0.01,B_aq_AJ_PET 0.5
B,aq,AJ,PET 0.5,2024-03-08,0.0,1.01,B_aq_AJ_PET 0.5
B,aq,AJ,PET 0.5,2024-03-15,4.0,3.01,B_aq_AJ_PET 0.5
B,aq,AJ,PET 0.5,2024-03-22,4.0,0.01,B_aq_AJ_PET 0.5
B,aq,AJ,PET 0.5,2024-03-29,4.0,4.01,B_aq_AJ_PET 0.5
B,aq,AJ,PET 0.5,2024-04-05,3.0,0.01,B_aq_AJ_PET 0.5
B,aq,AJ,PET 0.5,2024-04-12,3.0,0.01,B_aq_AJ_PET 0.5
B,aq,AJ,PET 0.5,2024-04-19,0.0,0.01,B_aq_AJ_PET 0.5
B,aq,AJ,PET 0.5,2024-04-26,3.0,3.01,B_aq_AJ_PET 0.5
B,aq,AJ,PET 0.5,2024-05-03,2.114560067653656,0.01,B_aq_AJ_PET 0.5
B,aq,AJ,PET 0.5,2024-05-10,2.114560067653656,3.01,B_aq_AJ_PET 0.5
B,aq,AJ,PET 0.5,2024-05-17,6.6961068511009225,0.01,B_aq_AJ_PET 0.5
B,aq,AJ,PET 0.5,2024-05-24,6.6503154039382935,4.01,B_aq_AJ_PET 0.5
B,aq,AJ,PET 0.5,2024-05-31,4.394563972949982,0.01,B_aq_AJ_PET 0.5
B,aq,AJ,PET 0.5,2024-06-07,1.7889078706502914,7.01,B_aq_AJ_PET 0.5
B,aq,AJ,PET 0.5,2024-06-14,3.263990491628647,8.01,B_aq_AJ_PET 0.5
B,aq,AJ,PET 0.5,2024-06-21,4.284130394458771,2.01,B_aq_AJ_PET 0.5
B,aq,AJ,PET 0.5,2024-06-28,4.663411557674408,1.01,B_aq_AJ_PET 0.5
B,aq,AJ,PET 0.5,2024-07-05,4.122666299343109,2.01,B_aq_AJ_PET 0.5
B,aq,AJ,PET 0.5,2024-07-12,4.3803330063819885,5.01,B_aq_AJ_PET 0.5
B,aq,AJ,PET 0.5,2024-07-19,7.787943482398987,5.01,B_aq_AJ_PET 0.5
B,aq,AJ,PET 0.5,2024-07-26,2.527559250593185,4.01,B_aq_AJ_PET 0.5
B,aq,AJ,PET 0.5,2024-08-02,0.0,3.01,B_aq_AJ_PET 0.5
B,aq,AJ,PET 0.5,2024-08-09,0.0,0.01,B_aq_AJ_PET 0.5
B,aq,AJ,PET 0.5,2024-08-16,0.0,2.01,B_aq_AJ_PET 0.5
B,aq,AJ,PET 0.5,2024-08-23,4.49857771396637,4.01,B_aq_AJ_PET 0.5
B,aq,AJ,PET 0.5,2024-08-30,2.9339972734451294,5.01,B_aq_AJ_PET 0.5
B,aq,AJ,PET 0.5,2024-09-06,2.924776315689087,6.01,B_aq_AJ_PET 0.5
B,aq,AJ,PET 0.5,2024-09-13,2.631073206663132,3.01,B_aq_AJ_PET 0.5
B,aq,AJ,PET 0.5,2024-09-20,2.631073206663132,1.01,B_aq_AJ_PET 0.5
B,aq,AJ,PET 0.5,2024-09-27,2.9498384594917297,3.01,B_aq_AJ_PET 0.5
B,aq,AJ,PET 0.5,2024-10-04,1.1692897677421568,3.1810001230239866,B_aq_AJ_PET 0.5
B,aq,AJ,PET 0.5,2024-10-11,4.20437428355217,2.124000082015991,B_aq_AJ_PET 0.5
B,aq,AJ,PET 0.5,2024-10-18,2.9098004549741745,0.01,B_aq_AJ_PET 0.5
B,aq,AJ,PET 0.5,2024-10-25,3.310319647192955,0.01,B_aq_AJ_PET 0.5
B,aq,AJ,PET 0.5,2024-11-01,1.478817760944366,4.238000044822693,B_aq_AJ_PET 0.5
B,aq,AJ,PET 0.5,2024-11-08,1.478817760944366,0.01,B_aq_AJ_PET 0.5
B,aq,AJ,PET 0.5,2024-11-15,1.478817760944366,0.01,B_aq_AJ_PET 0.5
B,aq,AJ,PET 0.5,2024-11-22,1.1135075092315672,0.01,B_aq_AJ_PET 0.5
B,aq,AJ,PET 0.5,2024-11-29,2.176768362522125,0.01,B_aq_AJ_PET 0.5
B,aq,AJ,PET 0.5,2024-12-06,4.35871946811676,3.1810001230239866,B_aq_AJ_PET 0.5
B,aq,AJ,PET 0.5,2024-12-13,3.611065149307251,1.0670000410079956,B_aq_AJ_PET 0.5
B,aq,AJ,PET 0.5,2024-12-20,3.393185019493103,2.124000082015991,B_aq_AJ_PET 0.5
B,aq,AJ,PET 0.5,2024-12-27,5.0,0.01,B_aq_AJ_PET 0.5
B,aq,AJ,PET 1.0,2023-09-08,4.9100000858306885,31.70999980926514,B_aq_AJ_PET 1.0
B,aq,AJ,PET 1.0,2023-09-15,6.146999955177307,6.350000152587892,B_aq_AJ_PET 1.0
B,aq,AJ,PET 1.0,2023-09-22,8.629999995231628,14.80200029373169,B_aq_AJ_PET 1.0
B,aq,AJ,PET 1.0,2023-09-29,6.494999885559082,0.01,B_aq_AJ_PET 1.0
B,aq,AJ,PET 1.0,2023-10-06,3.0,12.01,B_aq_AJ_PET 1.0
B,aq,AJ,PET 1.0,2023-10-13,3.0,6.01,B_aq_AJ_PET 1.0
B,aq,AJ,PET 1.0,2023-10-20,5.0,6.01,B_aq_AJ_PET 1.0
B,aq,AJ,PET 1.0,2023-10-27,3.0,6.01,B_aq_AJ_PET 1.0
B,aq,AJ,PET 1.0,2023-11-03,16.0,2.01,B_aq_AJ_PET 1.0
B,aq,AJ,PET 1.0,2023-11-10,16.0,2.01,B_aq_AJ_PET 1.0
B,aq,AJ,PET 1.0,2023-11-17,14.0,14.01,B_aq_AJ_PET 1.0
B,aq,AJ,PET 1.0,2023-11-24,13.0,6.01,B_aq_AJ_PET 1.0
B,aq,AJ,PET 1.0,2023-12-01,0.0,2.01,B_aq_AJ_PET 1.0
B,aq,AJ,PET 1.0,2023-12-08,14.0,4.01,B_aq_AJ_PET 1.0
B,aq,AJ,PET 1.0,2023-12-15,19.0,2.01,B_aq_AJ_PET 1.0
B,aq,AJ,PET 1.0,2023-12-22,21.0,10.01,B_aq_AJ_PET 1.0
B,aq,AJ,PET 1.0,2023-12-29,11.0,6.01,B_aq_AJ_PET 1.0
B,aq,AJ,PET 1.0,2024-01-05,9.0,2.01,B_aq_AJ_PET 1.0
B,aq,AJ,PET 1.0,2024-01-12,16.0,8.01,B_aq_AJ_PET 1.0
B,aq,AJ,PET 1.0,2024-01-19,29.0,6.01,B_aq_AJ_PET 1.0
B,aq,AJ,PET 1.0,2024-01-26,19.0,2.01,B_aq_AJ_PET 1.0
B,aq,AJ,PET 1.0,2024-02-02,29.0,12.01,B_aq_AJ_PET 1.0
B,aq,AJ,PET 1.0,2024-02-09,13.0,10.01,B_aq_AJ_PET 1.0
B,aq,AJ,PET 1.0,2024-02-16,17.0,0.01,B_aq_AJ_PET 1.0
B,aq,AJ,PET 1.0,2024-02-23,8.0,2.01,B_aq_AJ_PET 1.0
B,aq,AJ,PET 1.0,2024-03-01,13.0,6.01,B_aq_AJ_PET 1.0
B,aq,AJ,PET 1.0,2024-03-08,0.0,6.01,B_aq_AJ_PET 1.0
B,aq,AJ,PET 1.0,2024-03-15,11.0,16.01,B_aq_AJ_PET 1.0
B,aq,AJ,PET 1.0,2024-03-22,9.0,6.01,B_aq_AJ_PET 1.0
B,aq,AJ,PET 1.0,2024-03-29,11.0,6.01,B_aq_AJ_PET 1.0
B,aq,AJ,PET 1.0,2024-04-05,5.0,0.01,B_aq_AJ_PET 1.0
B,aq,AJ,PET 1.0,2024-04-12,5.0,12.01,B_aq_AJ_PET 1.0
B,aq,AJ,PET 1.0,2024-04-19,5.0,4.01,B_aq_AJ_PET 1.0
B,aq,AJ,PET 1.0,2024-04-26,9.0,4.01,B_aq_AJ_PET 1.0
B,aq,AJ,PET 1.0,2024-05-03,4.108805119991303,0.01,B_aq_AJ_PET 1.0
B,aq,AJ,PET 1.0,2024-05-10,4.108805119991303,14.01,B_aq_AJ_PET 1.0
B,aq,AJ,PET 1.0,2024-05-17,13.011216521263124,0.01,B_aq_AJ_PET 1.0
B,aq,AJ,PET 1.0,2024-05-24,12.92223870754242,8.01,B_aq_AJ_PET 1.0
B,aq,AJ,PET 1.0,2024-05-31,8.01096510887146,0.01,B_aq_AJ_PET 1.0
B,aq,AJ,PET 1.0,2024-06-07,3.261046886444092,12.01,B_aq_AJ_PET 1.0
B,aq,AJ,PET 1.0,2024-06-14,5.950013339519501,8.01,B_aq_AJ_PET 1.0
B,aq,AJ,PET 1.0,2024-06-21,7.809653043746948,6.01,B_aq_AJ_PET 1.0
B,aq,AJ,PET 1.0,2024-06-28,8.501054525375366,2.01,B_aq_AJ_PET 1.0
B,aq,AJ,PET 1.0,2024-07-05,6.51352334022522,4.01,B_aq_AJ_PET 1.0
B,aq,AJ,PET 1.0,2024-07-12,6.920618414878845,4.01,B_aq_AJ_PET 1.0
B,aq,AJ,PET 1.0,2024-07-19,12.30440354347229,13.01,B_aq_AJ_PET 1.0
B,aq,AJ,PET 1.0,2024-07-26,3.993366152048111,4.01,B_aq_AJ_PET 1.0
B,aq,AJ,PET 1.0,2024-08-02,0.0,27.01,B_aq_AJ_PET 1.0
B,aq,AJ,PET 1.0,2024-08-09,0.0,0.01,B_aq_AJ_PET 1.0
B,aq,AJ,PET 1.0,2024-08-16,0.0,12.01,B_aq_AJ_PET 1.0
B,aq,AJ,PET 1.0,2024-08-23,9.43529462814331,2.01,B_aq_AJ_PET 1.0
B,aq,AJ,PET 1.0,2024-08-30,9.451835989952087,10.01,B_aq_AJ_PET 1.0
B,aq,AJ,PET 1.0,2024-09-06,9.422130644321442,12.01,B_aq_AJ_PET 1.0
B,aq,AJ,PET 1.0,2024-09-13,8.475969910621643,18.01,B_aq_AJ_PET 1.0
B,aq,AJ,PET 1.0,2024-09-20,8.475969910621643,6.01,B_aq_AJ_PET 1.0
B,aq,AJ,PET 1.0,2024-09-27,9.502868175506592,0.01,B_aq_AJ_PET 1.0
B,aq,AJ,PET 1.0,2024-10-04,2.439571514725685,4.23599983215332,B_aq_AJ_PET 1.0
B,aq,AJ,PET 1.0,2024-10-11,8.771881461143494,2.12299991607666,B_aq_AJ_PET 1.0
B,aq,AJ,PET 1.0,2024-10-18,6.070921242237091,8.46199966430664,B_aq_AJ_PET 1.0
B,aq,AJ,PET 1.0,2024-10-25,6.906552493572235,2.12299991607666,B_aq_AJ_PET 1.0
B,aq,AJ,PET 1.0,2024-11-01,4.013933897018433,8.46199966430664,B_aq_AJ_PET 1.0
B,aq,AJ,PET 1.0,2024-11-08,4.013933897018433,4.23599983215332,B_aq_AJ_PET 1.0
B,aq,AJ,PET 1.0,2024-11-15,4.013933897018433,12.687999496459959,B_aq_AJ_PET 1.0
B,aq,AJ,PET 1.0,2024-11-22,3.0223775506019592,8.462000141143799,B_aq_AJ_PET 1.0
B,aq,AJ,PET 1.0,2024-11-29,2.460899233818054,6.34899974822998,B_aq_AJ_PET 1.0
B,aq,AJ,PET 1.0,2024-12-06,4.927657723426818,4.23599983215332,B_aq_AJ_PET 1.0
B,aq,AJ,PET 1.0,2024-12-13,3.829530417919159,6.34899974822998,B_aq_AJ_PET 1.0
B,aq,AJ,PET 1.0,2024-12-20,3.5814303159713745,8.46199966430664,B_aq_AJ_PET 1.0
B,aq,AJ,PET 1.0,2024-12-27,5.0,0.01,B_aq_AJ_PET 1.0
B,g,AA,PET 0.5,2023-01-06,38.0,0.01,B_g_AA_PET 0.5
B,g,AA,PET 0.5,2023-01-13,0.0,42.01,B_g_AA_PET 0.5
B,g,AA,PET 0.5,2023-01-20,0.0,42.01,B_g_AA_PET 0.5
B,g,AA,PET 0.5,2023-01-27,37.0,0.01,B_g_AA_PET 0.5
B,g,AA,PET 0.5,2023-02-03,1.2569999992847445,0.01,B_g_AA_PET 0.5
B,g,AA,PET 0.5,2023-02-10,0.0,160.6299951171875,B_g_AA_PET 0.5
B,g,AA,PET 0.5,2023-02-17,95.15399932861328,0.01,B_g_AA_PET 0.5
B,g,AA,PET 0.5,2023-02-24,0.0,0.01,B_g_AA_PET 0.5
B,g,AA,PET 0.5,2023-03-03,0.0,158.51699615478515,B_g_AA_PET 0.5
B,g,AA,PET 0.5,2023-03-10,0.0,0.01,B_g_AA_PET 0.5
B,g,AA,PET 0.5,2023-03-17,0.0,0.01,B_g_AA_PET 0.5
B,g,AA,PET 0.5,2023-03-24,0.0,0.01,B_g_AA_PET 0.5
B,g,AA,PET 0.5,2023-03-31,192.70800018310547,0.01,B_g_AA_PET 0.5
B,g,AA,PET 0.5,2023-04-07,33.19000005722046,0.01,B_g_AA_PET 0.5
B,g,AA,PET 0.5,2023-04-14,33.19000005722046,0.01,B_g_AA_PET 0.5
B,g,AA,PET 0.5,2023-04-21,70.85900115966797,0.01,B_g_AA_PET 0.5
B,g,AA,PET 0.5,2023-04-28,70.46399641036987,0.01,B_g_AA_PET 0.5
B,g,AA,PET 0.5,2023-05-05,48.57800102233887,0.01,B_g_AA_PET 0.5
B,g,AA,PET 0.5,2023-05-12,32.31999969482422,0.01,B_g_AA_PET 0.5
B,g,AA,PET 0.5,2023-05-19,44.47200107574463,0.01,B_g_AA_PET 0.5
B,g,AA,PET 0.5,2023-05-26,0.0,422.6939904785156,B_g_AA_PET 0.5
B,g,AA,PET 0.5,2023-06-02,52.43599987030029,0.01,B_g_AA_PET 0.5
B,g,AA,PET 0.5,2023-06-09,59.21999835968017,0.01,B_g_AA_PET 0.5
B,g,AA,PET 0.5,2023-06-16,91.61800003051758,0.01,B_g_AA_PET 0.5
B,g,AA,PET 0.5,2023-06-23,58.9040002822876,31.71100021362305,B_g_AA_PET 0.5
B,g,AA,PET 0.5,2023-06-30,0.0,0.01,B_g_AA_PET 0.5
B,g,AA,PET 0.5,2023-07-07,37.69000053405762,0.01,B_g_AA_PET 0.5
B,g,AA,PET 0.5,2023-07-14,42.84000110626221,0.01,B_g_AA_PET 0.5
B,g,AA,PET 0.5,2023-07-21,0.0,0.01,B_g_AA_PET 0.5
B,g,AA,PET 0.5,2023-07-28,0.0,0.01,B_g_AA_PET 0.5
B,g,AA,PET 0.5,2023-08-04,26.486999988555908,0.01,B_g_AA_PET 0.5
B,g,AA,PET 0.5,2023-08-11,46.14400100708008,52.84599853515625,B_g_AA_PET 0.5
B,g,AA,PET 0.5,2023-08-18,50.57499980926514,31.71100021362305,B_g_AA_PET 0.5
B,g,AA,PET 0.5,2023-08-25,108.71100234985352,0.01,B_g_AA_PET 0.5
B,g,AA,PET 0.5,2023-09-01,40.02000045776367,0.01,B_g_AA_PET 0.5
